step,eval-loss
100,0.33811876
200,0.1835377
300,0.085385695
400,0.04687584
500,0.03142227
600,0.023554107
700,0.018068762
800,0.013547857
900,0.0108572515
1000,0.0096704
1100,0.010253371
1200,0.007024259
1300,0.009539905
1400,0.0071193255
1500,0.0038834573
1600,0.0037002228
1700,0.0035652658
1800,0.0047484017
1900,0.0040647434
2000,0.0035716437
2100,0.0039509456
2200,0.0038660225
2300,0.004483936
2400,0.0047155106
2500,0.005178965
2600,0.00464306
2700,0.00399911
2800,0.004902393
