step,eval-loss
100,0.46027064
200,0.41124457
300,0.37279806
400,0.35022295
500,0.3389492
600,0.33709067
700,0.33474123
800,0.3298391
900,0.32869035
1000,0.32808816
1100,0.32792392
1200,0.32657465
1300,0.32710287
1400,0.32654333
1500,0.32720795
1600,0.3264637
1700,0.32885662
1800,0.3234674
1900,0.32636562
2000,0.32946572
2100,0.32539764
2200,0.32344115
2300,0.32526258
2400,0.32763895
2500,0.32676136
2600,0.32534567
2700,0.3248477
2800,0.32472485
2900,0.32472485
3000,0.3252897
3100,0.32626686
3200,0.32621092
3300,0.32634008
