step,eval-loss
100,0.48605582
200,0.42282417
300,0.32213172
400,0.30728564
500,0.30538654
600,0.30384624
700,0.3031804
800,0.30280852
900,0.3025034
1000,0.30244988
1100,0.30216908
1200,0.30228275
1300,0.30190158
1400,0.3017286
1500,0.30193672
1600,0.30148733
1700,0.30184954
1800,0.30196577
1900,0.30168927
2000,0.3018593
2100,0.3017994
2200,0.30142298
2300,0.30149573
2400,0.3015261
2500,0.30111128
2600,0.30127135
2700,0.30136064
2800,0.30194223
2900,0.30188492
3000,0.30137435
3100,0.30157223
3200,0.30194274
3300,0.30156067
3400,0.3020335
3500,0.30154318
3600,0.30124658
