step,eval-loss
100,0.3156387
200,0.25990888
300,0.24224009
400,0.23224673
500,0.22833252
600,0.2263563
700,0.23117545
800,0.23274128
900,0.23601319
1000,0.23064002
1100,0.2272874
1200,0.22880712
1300,0.22920652
1400,0.23143409
1500,0.23131084
1600,0.22541341
1700,0.22649719
1800,0.22888985
1900,0.22756912
2000,0.22594045
2100,0.22863697
2200,0.22735561
2300,0.22536439
2400,0.22546676
2500,0.23229767
2600,0.23222831
2700,0.22773604
2800,0.22538795
2900,0.22813451
3000,0.2291241
3100,0.2285866
3200,0.2301499
3300,0.22794957
3400,0.22972131
