step,eval-loss
100,0.40908614
200,0.31110606
300,0.2591049
400,0.2325645
500,0.2149217
600,0.20295472
700,0.19523546
800,0.18796638
900,0.1834091
1000,0.18405207
1100,0.17965834
1200,0.17680393
1300,0.17471987
1400,0.17128125
1500,0.1699254
1600,0.16905926
1700,0.16882177
1800,0.16725738
1900,0.16627775
2000,0.16211247
2100,0.1620797
2200,0.16200121
2300,0.16176724
2400,0.16113617
2500,0.15970264
2600,0.15955059
2700,0.1596305
2800,0.15907459
2900,0.15973756
3000,0.1594731
3100,0.15955578
3200,0.15932171
3300,0.15947126
3400,0.15962267
3500,0.15986025
3600,0.15989119
3700,0.15991585
3800,0.15987253
3900,0.15986009
