step,eval-loss
100,0.41249377
200,0.36059204
300,0.34987378
400,0.34871057
500,0.34746084
600,0.34861636
700,0.34595352
800,0.34454176
900,0.34478492
1000,0.3443021
1100,0.34370312
1200,0.34326798
1300,0.34257844
1400,0.3439408
1500,0.34203067
1600,0.34236673
1700,0.33920205
1800,0.33755815
1900,0.33842108
2000,0.33606145
2100,0.3384413
2200,0.33892682
2300,0.3374774
2400,0.33915988
2500,0.33825907
2600,0.34097064
2700,0.33794641
2800,0.339077
2900,0.34009066
3000,0.33773726
3100,0.3388505
