step,eval-loss
100,0.43052793
200,0.35320595
300,0.28111255
400,0.24530149
500,0.22362033
600,0.21146081
700,0.20399715
800,0.19411007
900,0.19108455
1000,0.18665725
1100,0.18096717
1200,0.17800914
1300,0.17311662
1400,0.16971335
1500,0.15598191
1600,0.1523497
1700,0.1472433
1800,0.14735053
1900,0.14363573
2000,0.14155619
2100,0.14109871
2200,0.13909715
2300,0.13825978
2400,0.1446067
2500,0.13957936
2600,0.13852274
2700,0.13771681
2800,0.1380433
2900,0.13473703
3000,0.13482611
3100,0.13600309
3200,0.1366675
3300,0.13320066
3400,0.12908725
3500,0.12970129
3600,0.12915061
3700,0.1282292
3800,0.12775157
3900,0.12016351
4000,0.117441915
4100,0.11736796
4200,0.1170672
4300,0.117621556
4400,0.116945565
4500,0.117498726
4600,0.1169869
4700,0.115602806
4800,0.11689513
4900,0.117438726
5000,0.12057991
5100,0.12059352
5200,0.11719058
5300,0.11590073
5400,0.11514307
5500,0.115615204
5600,0.115952216
5700,0.11638709
5800,0.11486427
5900,0.11560228
6000,0.116537176
6100,0.116275735
6200,0.116381675
6300,0.11575939
6400,0.11659148
6500,0.114591256
6600,0.116337314
6700,0.11413137
6800,0.11537797
6900,0.11596106
7000,0.11561418
7100,0.11442679
7200,0.11356122
7300,0.11338307
7400,0.113560565
7500,0.11274588
7600,0.11240609
7700,0.112395175
7800,0.112502456
7900,0.11050728
8000,0.10994421
8100,0.109866075
8200,0.11021704
8300,0.10953057
8400,0.10917175
8500,0.110377684
8600,0.11036981
8700,0.110219985
8800,0.11045127
8900,0.11185074
9000,0.114938356
9100,0.11326738
9200,0.1107404
9300,0.10954256
9400,0.109602414
9500,0.1094539
