step,eval-loss
100,0.44459414
200,0.4200972
300,0.41222093
400,0.4066451
500,0.4098998
600,0.40869984
700,0.40578532
800,0.40372995
900,0.40132043
1000,0.40149203
1100,0.40203422
1200,0.40210614
1300,0.40356386
1400,0.4038352
1500,0.4019195
1600,0.40051973
1700,0.40235046
1800,0.4027426
1900,0.40292457
2000,0.40337917
2100,0.40266052
2200,0.4014588
2300,0.39973107
2400,0.39825162
2500,0.40121248
2600,0.4008722
2700,0.39841363
2800,0.3984883
2900,0.40130603
3000,0.4013898
3100,0.4010447
3200,0.39994642
3300,0.40003505
3400,0.39873526
3500,0.399061
