step,eval-loss
100,69.07018
200,68.88813
300,69.09332
400,68.95364
500,68.25197
600,68.283966
700,68.195076
800,68.59282
900,68.52048
1000,67.91486
1100,68.21109
1200,67.96419
1300,68.04627
1400,67.95412
1500,67.76227
1600,67.98585
1700,67.975494
1800,68.19128
1900,67.72267
2000,67.522095
2100,67.80172
2200,67.73164
2300,67.95013
2400,67.87755
2500,67.39965
2600,67.40438
2700,67.16509
2800,67.532166
2900,67.867744
3000,66.944084
3100,66.93542
3200,67.33078
3300,67.5204
3400,67.13667
3500,66.97899
3600,66.9327
3700,67.102295
3800,66.920364
3900,67.40434
4000,66.9095
4100,67.19352
4200,66.72951
4300,66.781494
4400,67.18951
4500,67.00377
4600,66.86942
4700,66.69881
4800,66.52964
4900,66.62666
5000,66.355545
5100,66.85695
5200,66.26824
5300,66.64296
5400,66.48524
5500,66.18849
5600,66.23015
5700,65.9455
5800,66.41826
5900,66.228806
6000,66.07237
6100,65.387505
6200,66.33717
6300,66.04736
6400,66.07905
6500,65.296005
6600,65.9645
6700,65.80091
6800,65.28691
6900,65.93031
7000,65.93911
7100,66.36106
7200,65.5876
7300,65.95943
7400,65.23005
7500,65.77211
7600,65.47437
7700,65.55502
7800,65.44041
7900,64.99707
8000,65.09071
8100,65.00288
8200,65.228516
8300,64.60503
8400,64.350266
8500,64.78413
8600,65.21194
8700,65.25539
8800,65.26001
8900,64.38261
9000,64.61522
9100,65.76167
9200,64.84341
9300,64.89238
9400,64.305374
9500,64.468796
9600,64.54811
9700,65.0878
9800,64.280716
9900,64.11175
10000,64.70225
10100,64.309746
10200,64.143425
10300,64.58226
10400,63.63426
10500,64.00477
10600,64.688736
10700,64.536224
10800,64.666565
10900,64.48149
11000,63.709717
11100,63.95556
11200,64.23626
11300,63.44355
11400,64.65693
11500,64.35368
11600,63.280235
11700,63.426037
11800,63.568825
11900,63.69168
12000,63.01283
12100,63.737896
12200,64.10576
12300,63.92514
12400,63.39494
12500,63.09903
12600,63.421673
12700,63.29783
12800,64.021416
12900,63.59268
13000,63.717003
13100,62.36767
13200,62.292183
13300,63.16212
13400,63.41803
13500,63.542503
13600,62.49996
13700,62.73582
13800,62.658997
13900,61.990154
14000,62.706367
14100,62.327393
14200,61.866985
14300,62.78667
14400,62.17994
14500,62.906292
14600,62.782104
14700,62.524548
14800,61.71153
14900,61.930595
15000,62.322258
15100,61.98886
15200,62.329155
15300,61.71055
15400,62.784344
15500,61.6756
15600,62.718864
15700,61.693523
15800,62.351173
15900,62.36965
16000,62.846233
16100,61.481018
16200,61.566235
16300,61.557945
16400,61.32379
16500,62.090126
16600,62.636604
16700,61.57583
16800,61.629906
16900,61.445637
17000,60.78131
17100,61.581207
17200,61.487663
17300,60.562096
17400,61.013794
17500,60.93324
17600,61.595203
17700,61.158955
17800,61.164436
17900,60.431416
18000,60.90609
18100,60.551075
18200,60.90682
18300,60.49757
18400,61.087837
18500,60.865734
18600,60.676685
18700,60.613953
18800,59.901306
18900,59.840424
19000,60.64756
19100,61.245705
19200,60.195984
19300,60.49743
19400,61.27481
19500,60.591167
19600,60.023827
19700,60.429832
19800,60.506367
19900,60.156708
20000,60.406494
