step,eval-loss
100,0.3828845
200,0.27792233
300,0.20639637
400,0.17621477
500,0.16054903
600,0.15380663
700,0.15032807
800,0.14814988
900,0.13674858
1000,0.13097006
1100,0.124471664
1200,0.122334205
1300,0.12003731
1400,0.11938141
1500,0.11577116
1600,0.1148489
1700,0.112307735
1800,0.11034204
1900,0.10928583
2000,0.108881146
2100,0.10812736
2200,0.101829916
2300,0.10516877
2400,0.105117254
2500,0.10564341
2600,0.105944306
2700,0.10573088
2800,0.10617779
2900,0.105076805
3000,0.105633184
3100,0.10597664
3200,0.10623619
3300,0.10632868
