step,eval-loss
100,0.4910325
200,0.46053445
300,0.39426148
400,0.38310072
500,0.38265958
600,0.3827405
700,0.38139218
800,0.38001323
900,0.3796608
1000,0.38165048
1100,0.37984762
1200,0.38122487
1300,0.37925622
1400,0.37923798
1500,0.38169122
1600,0.3815676
1700,0.38049522
1800,0.38157722
1900,0.37961432
2000,0.37984693
2100,0.3797908
2200,0.37811977
2300,0.3784512
2400,0.38060558
2500,0.38103628
2600,0.3808875
2700,0.3813213
2800,0.38090214
2900,0.37945634
3000,0.37947726
3100,0.37814608
3200,0.3788185
3300,0.3797015
