step,eval-loss
100,0.47293812
200,0.40368238
300,0.11821793
400,0.030671
500,0.025801022
600,0.025516342
700,0.02495218
800,0.02491553
900,0.024862899
1000,0.024867702
1100,0.024911989
1200,0.02472644
1300,0.025082458
1400,0.024657428
1500,0.025046062
1600,0.024710532
1700,0.024725582
1800,0.024583269
1900,0.02460157
2000,0.02457356
2100,0.024635794
2200,0.024559999
2300,0.024790782
2400,0.024608068
2500,0.024595197
2600,0.024591783
2700,0.024646217
2800,0.024635553
2900,0.024540275
3000,0.024589708
3100,0.024510164
3200,0.024777586
3300,0.024833474
3400,0.02474486
3500,0.024519484
3600,0.024719235
3700,0.024692673
3800,0.024584323
3900,0.024592519
4000,0.024665523
4100,0.024600064
4200,0.024646008
