step,eval-loss
100,0.41553953
200,0.32695648
300,0.26074526
400,0.23114161
500,0.21758515
600,0.21407835
700,0.20421018
800,0.20282991
900,0.20227838
1000,0.19443327
1100,0.18786778
1200,0.18149802
1300,0.1804955
1400,0.17991441
1500,0.17589924
1600,0.17085223
1700,0.16803995
1800,0.16793372
1900,0.16887562
2000,0.16743147
2100,0.16923548
2200,0.1667444
2300,0.16554058
2400,0.16493902
2500,0.16533507
2600,0.16428256
2700,0.16494425
2800,0.16583991
2900,0.1650757
3000,0.16534425
3100,0.16439186
3200,0.166296
3300,0.1656631
3400,0.16570604
3500,0.16528176
3600,0.16611102
3700,0.16616862
