step,eval-loss
100,0.49272886
200,0.4659183
300,0.42602032
400,0.41501856
500,0.41241276
600,0.41262054
700,0.41396615
800,0.41139078
900,0.41182086
1000,0.41280437
1100,0.41309842
1200,0.41114452
1300,0.41197297
1400,0.4110138
1500,0.41270077
1600,0.4131092
1700,0.41315657
1800,0.4116918
1900,0.40994552
2000,0.4088432
2100,0.41037577
2200,0.40917918
2300,0.40915313
2400,0.41007042
2500,0.41145977
2600,0.4109496
2700,0.41272083
2800,0.41268092
2900,0.41251358
3000,0.4122913
3100,0.41101107
