step,eval-loss
100,15.83956
200,4.3874335
300,2.2727513
400,1.1644124
500,1.0506799
600,0.78768533
700,1.1171815
800,0.67567694
900,0.52951944
1000,0.5195538
1100,0.6405282
1200,0.5071992
1300,0.57782036
1400,0.5104206
1500,0.50130254
1600,0.49998584
1700,0.50145364
1800,0.5005451
1900,0.50007474
2000,0.50045013
2100,0.4986043
2200,0.49919745
2300,0.54881465
2400,0.49956864
2500,0.4993923
2600,0.4997309
2700,0.50207794
2800,0.5004562
2900,0.5105568
3000,0.53591454
3100,0.5103936
3200,0.4997364
