step,eval-loss
100,0.35699847
200,0.30312783
300,0.28750244
400,0.2809943
500,0.28096515
600,0.27671674
700,0.27878892
800,0.27919692
900,0.27729616
1000,0.27619725
1100,0.27776638
1200,0.27549246
1300,0.27609095
1400,0.2763987
1500,0.27458775
1600,0.27575538
1700,0.27451476
1800,0.27543604
1900,0.27509817
2000,0.27558678
2100,0.2763748
2200,0.27568927
2300,0.27448115
2400,0.27447483
2500,0.27531427
2600,0.27584806
2700,0.27505657
2800,0.27517477
2900,0.27391848
3000,0.2740142
3100,0.27336255
3200,0.27407876
3300,0.27331504
3400,0.27296877
3500,0.27188945
3600,0.2708058
3700,0.2737476
3800,0.27291647
3900,0.27235752
4000,0.27094957
4100,0.2702598
4200,0.27108467
4300,0.26956663
4400,0.2708337
4500,0.2715675
4600,0.27307892
4700,0.27439153
4800,0.27318394
4900,0.27227598
5000,0.27274302
5100,0.27204096
5200,0.27131516
5300,0.2707268
5400,0.27153638
