step,eval-loss
100,49.548607
200,49.398575
300,49.4813
400,49.301285
500,49.000954
600,49.391716
700,49.04399
800,49.171944
900,49.186707
1000,49.004158
1100,48.91614
1200,49.021496
1300,48.94335
1400,48.56409
1500,48.68086
1600,48.75891
1700,48.623207
1800,48.242683
1900,48.560814
2000,48.579372
2100,48.52754
2200,48.261925
2300,48.24105
2400,48.36525
2500,48.09441
2600,48.359108
2700,47.87554
2800,48.173737
2900,47.883446
3000,48.120583
3100,47.916725
3200,47.638466
3300,47.619198
3400,48.007008
3500,47.83204
3600,47.73516
3700,47.57737
3800,47.42331
3900,47.57116
4000,47.353546
4100,47.251488
4200,47.209858
4300,47.342445
4400,47.175877
4500,47.332848
4600,47.29844
4700,46.711742
4800,47.326527
4900,47.234364
5000,46.83235
5100,46.733074
5200,46.70318
5300,46.89471
5400,46.834152
5500,46.488773
5600,46.40895
5700,47.26852
5800,46.1833
5900,46.38644
6000,46.770016
6100,46.30483
6200,46.42858
6300,45.712135
6400,46.383533
6500,46.41802
6600,46.07348
6700,46.33176
6800,45.560738
6900,45.107006
7000,45.783836
7100,45.79203
7200,45.984657
7300,45.934814
7400,45.65299
7500,45.51404
7600,45.390392
7700,45.566708
7800,45.34786
7900,45.629124
8000,45.01819
8100,44.916477
8200,45.1574
8300,45.914318
8400,44.656612
8500,45.16952
8600,44.66749
8700,45.288963
8800,45.141087
8900,44.831356
9000,44.712128
9100,43.858727
9200,45.05813
9300,45.01273
9400,44.434147
9500,44.545982
9600,44.32589
9700,43.77718
9800,44.197548
9900,44.24746
10000,43.75131
10100,44.074364
10200,43.8496
10300,43.593678
10400,43.278614
10500,43.357468
10600,42.925423
10700,43.344288
10800,43.426773
10900,42.417484
11000,42.825516
11100,43.022293
11200,43.88537
11300,43.20005
11400,43.278584
11500,43.0151
11600,43.15706
11700,43.53365
11800,43.383877
11900,42.717453
12000,43.518425
