step,eval-loss
100,0.46807882
200,0.40576455
300,0.355734
400,0.32420808
500,0.29169014
600,0.2765387
700,0.26098534
800,0.25370255
900,0.24755952
1000,0.24402888
1100,0.2446588
1200,0.2389695
1300,0.23374057
1400,0.2301934
1500,0.22603717
1600,0.21762252
1700,0.217928
1800,0.21735714
1900,0.21248563
2000,0.20893101
2100,0.20904396
2200,0.21047918
2300,0.21069346
2400,0.20756623
2500,0.21014145
2600,0.20837519
2700,0.20764013
2800,0.20642953
2900,0.20789416
3000,0.20639458
3100,0.2034746
3200,0.20168869
3300,0.20114012
3400,0.20000844
3500,0.20044415
3600,0.20009564
3700,0.2005006
3800,0.20035042
3900,0.20003347
4000,0.20000254
4100,0.19974649
4200,0.20026335
4300,0.20048438
4400,0.19982725
4500,0.20008643
4600,0.20212653
4700,0.20212951
4800,0.20052451
4900,0.1991711
5000,0.19906291
5100,0.19864482
5200,0.19861156
5300,0.1985208
5400,0.19842272
5500,0.19848382
5600,0.19848725
5700,0.19848205
5800,0.19855714
5900,0.1987649
6000,0.19871652
6100,0.19880927
6200,0.19885524
6300,0.19915478
6400,0.19950458
6500,0.2012372
