step,eval-loss
100,0.17058547
200,0.026640115
300,0.0066918475
400,0.004466479
500,0.0044661565
600,0.004465897
700,0.004465709
800,0.004465538
900,0.0044654403
1000,0.004465312
1100,0.0044652
1200,0.0044651204
1300,0.004465063
1400,0.004464988
1500,0.0044649467
1600,0.0044649
1700,0.0044648484
1800,0.0044648224
1900,0.0044647804
2000,0.0044647506
2100,0.004464727
2200,0.0044647013
2300,0.004464668
2400,0.004464648
2500,0.004464623
2600,0.0044646095
2700,0.0044645895
2800,0.004464572
2900,0.0044645546
3000,0.004464542
3100,0.0044645267
3200,0.0044645146
3300,0.004464501
3400,0.0044644885
3500,0.0044644764
3600,0.0044644685
3700,0.004464461
3800,0.00446445
3900,0.0044644442
4000,0.004464435
4100,0.004464429
4200,0.00446442
4300,0.0044644144
4400,0.0044644084
4500,0.004464401
4600,0.0044643977
4700,0.0044643916
4800,0.004464387
4900,0.004464382
5000,0.0044643786
5100,0.0044643735
5200,0.0044643693
5300,0.0044643655
5400,0.0044643623
5500,0.004464359
5600,0.0044643553
5700,0.004464352
5800,0.0044643497
5900,0.0044643464
6000,0.0044643437
6100,0.004464342
6200,0.0044643395
6300,0.0044643367
6400,0.004464334
6500,0.004464332
6600,0.00446433
6700,0.0044643283
6800,0.0044643264
6900,0.004464324
7000,0.0044643222
7100,0.004464321
7200,0.004464319
7300,0.004464317
7400,0.0044643157
7500,0.0044643143
7600,0.004464313
7700,0.004464311
7800,0.0044643106
7900,0.004464309
8000,0.004464308
8100,0.004464306
8200,0.0044643045
8300,0.0044643027
8400,0.0044643003
8500,0.0044642934
8600,0.00446346
8700,0.047353555
8800,0.026705274
8900,0.026785763
9000,0.026785722
9100,0.026785687
9200,0.02678566
9300,0.02678562
9400,0.02678556
9500,0.026785143
9600,0.026785756
9700,0.026785847
