step,eval-loss
100,0.35500416
200,0.22361524
300,0.15684125
400,0.1250603
500,0.11093582
600,0.08891023
700,0.08283166
800,0.07906876
900,0.06869098
1000,0.05808467
1100,0.054432616
1200,0.05274518
1300,0.048424285
1400,0.04688543
1500,0.047478966
1600,0.040064987
1700,0.03675995
1800,0.036320448
1900,0.031147003
2000,0.029390676
2100,0.027443048
2200,0.027879637
2300,0.027622279
2400,0.02486497
2500,0.023415456
2600,0.022592738
2700,0.02218067
2800,0.02375286
2900,0.021919843
3000,0.017435761
3100,0.017100098
3200,0.015857382
3300,0.016254943
3400,0.016856367
3500,0.016155584
3600,0.013963706
3700,0.013866273
3800,0.013692805
3900,0.013909575
4000,0.014517196
4100,0.013239154
4200,0.0136762215
4300,0.013916494
4400,0.011806807
4500,0.014442183
4600,0.014314933
4700,0.012540647
4800,0.012330676
4900,0.011430509
5000,0.01225996
5100,0.011672753
5200,0.011126002
5300,0.011296645
5400,0.008763997
5500,0.008425489
5600,0.008793017
5700,0.009254317
5800,0.0097425
5900,0.008930433
6000,0.008651758
6100,0.008803606
6200,0.008779431
6300,0.008817729
6400,0.0085825855
6500,0.009042501
6600,0.009684941
