step,eval-loss
100,71.283485
200,65.29886
300,58.413876
400,46.154587
500,35.134727
600,29.711342
700,22.464624
800,19.855955
900,17.460785
1000,15.308927
1100,11.217991
1200,12.340256
1300,9.01685
1400,8.562236
1500,6.9228344
1600,8.691418
1700,6.048072
1800,7.0063505
1900,8.337957
2000,6.356603
2100,4.2207017
2200,4.978231
2300,4.503255
2400,3.957013
2500,2.938286
2600,3.4327087
2700,1.9700642
2800,3.1192245
2900,2.2192805
3000,2.3487015
3100,3.1839721
3200,2.636958
3300,2.294765
3400,2.7002885
3500,2.3839543
3600,3.646077
3700,2.9061964
3800,3.924289
