step,eval-loss
100,36.716103
200,24.646196
300,16.731426
400,12.125166
500,11.563251
600,8.014233
700,5.352381
800,4.360309
900,2.8229623
1000,4.163547
1100,3.0669706
1200,2.016627
1300,2.082365
1400,2.1943195
1500,2.125571
1600,2.0256052
1700,1.7408469
1800,2.559925
1900,1.9561324
2000,1.6197832
2100,1.3362201
2200,1.2693559
2300,1.1557305
2400,1.2251605
2500,0.80224085
2600,1.0327817
2700,0.89743805
2800,1.5486767
2900,0.98173594
3000,1.1449261
3100,0.74843985
3200,0.8615277
3300,1.1677153
3400,0.79193306
3500,0.99863356
3600,1.0993515
3700,0.88082916
3800,0.8113094
3900,0.9453578
4000,0.76095694
4100,0.7288903
4200,0.81160223
4300,0.7702684
4400,0.8166468
4500,0.93570536
4600,1.4349135
4700,1.0884526
4800,0.7727353
4900,1.1267247
5000,0.8289056
5100,0.6687821
5200,0.79284
5300,1.0063624
5400,0.57713526
5500,0.79459745
5600,0.6060048
5700,0.78957057
5800,0.86088276
5900,0.66744757
6000,0.5722332
6100,0.65001553
6200,0.78479
6300,1.0611955
6400,0.52598435
6500,0.658944
6600,0.7097482
6700,0.6385031
6800,0.70186543
6900,0.6293123
7000,0.5596078
7100,0.62043285
7200,0.57125723
7300,0.6882136
7400,0.8208701
7500,0.68688357
