step,eval-loss
100,87.72607
200,88.08958
300,87.804886
400,87.60921
500,87.886856
600,87.50396
700,87.37494
800,87.36586
900,87.430664
1000,86.94153
1100,87.38182
1200,87.83021
1300,87.031906
1400,86.75311
1500,87.02893
1600,86.572685
1700,86.644585
1800,86.87019
1900,85.850266
2000,86.54274
2100,86.07924
2200,86.62762
2300,85.6237
2400,85.61607
2500,86.713066
2600,86.11865
2700,86.58531
2800,86.23971
2900,86.33744
3000,86.30715
3100,85.79807
3200,85.57778
3300,85.981674
3400,85.561165
3500,85.70099
3600,85.72443
3700,86.31032
3800,86.111465
3900,86.50432
4000,85.2502
4100,85.33672
4200,85.77089
4300,85.767105
4400,85.630196
4500,85.76622
4600,85.37065
4700,85.26927
4800,85.4801
4900,85.606384
5000,85.25293
5100,85.73631
