step,eval-loss
100,78.84762
200,78.35932
300,78.26954
400,78.208176
500,78.212814
600,78.01791
700,78.21494
800,77.65906
900,77.92709
1000,77.7825
1100,77.29257
1200,78.09657
1300,77.52975
1400,77.21331
1500,77.50678
1600,77.77427
1700,77.0612
1800,77.51613
1900,76.88818
2000,77.34627
2100,77.09868
2200,77.41978
2300,76.923904
2400,76.86778
2500,77.280075
2600,77.00079
2700,76.68453
2800,77.15415
2900,77.05106
3000,76.90139
3100,76.46996
3200,76.915115
3300,76.68547
3400,77.35304
3500,76.62402
3600,76.688065
3700,76.49653
3800,76.054
3900,76.38569
4000,76.10469
4100,76.679794
4200,76.38682
4300,75.97105
4400,76.48275
4500,76.359184
4600,75.76241
4700,76.09578
4800,75.79732
4900,76.309265
5000,75.81167
5100,75.698166
5200,75.96873
5300,76.19352
5400,76.08988
5500,75.8113
5600,75.57033
5700,75.67375
5800,75.48248
5900,76.20958
6000,75.43603
6100,76.092636
6200,75.33447
6300,75.65309
6400,75.6622
6500,74.96956
6600,75.96841
6700,75.41658
6800,75.51314
6900,75.12103
7000,75.19768
7100,74.759445
7200,75.39269
7300,74.87103
7400,75.56117
7500,75.02232
7600,75.08085
7700,75.34883
7800,74.986465
7900,75.22548
8000,74.96401
8100,75.056274
8200,74.908936
