step,eval-loss
100,0.22265746
200,0.14556955
300,0.11305476
400,0.09563075
500,0.09647174
600,0.09142199
700,0.08419819
800,0.08438964
900,0.082894586
1000,0.078025065
1100,0.07786534
1200,0.077999435
1300,0.07480699
1400,0.07415339
1500,0.07560374
1600,0.07354916
1700,0.0735423
1800,0.07564876
1900,0.07280706
2000,0.07215367
2100,0.07176486
2200,0.07206409
2300,0.07205024
2400,0.061486736
2500,0.060858622
2600,0.05387086
2700,0.05500666
2800,0.05741321
2900,0.05645944
3000,0.056122266
3100,0.054614782
3200,0.056911565
3300,0.05665339
3400,0.05525909
3500,0.053342253
3600,0.05200528
3700,0.052460566
3800,0.052291706
3900,0.051007066
4000,0.052103948
4100,0.051858492
4200,0.05249538
4300,0.05222932
4400,0.053538185
4500,0.052082762
4600,0.052646507
4700,0.052452907
4800,0.053129926
4900,0.054094303
5000,0.053215686
