step,eval-loss
100,0.22639146
200,0.07717804
300,0.032498952
400,0.023608476
500,0.024788305
600,0.022468034
700,0.01417916
800,0.01690866
900,0.016091838
1000,0.01882015
1100,0.018405141
1200,0.017856222
1300,0.015422592
1400,0.018559158
1500,0.01025557
1600,0.008232249
1700,0.0062819473
1800,0.009557997
1900,0.00786531
2000,0.011051791
2100,0.007935345
2200,0.0078349635
2300,0.008456044
2400,0.007474783
2500,0.010184082
2600,0.0094802035
2700,0.00785117
2800,0.010567849
