step,eval-loss
100,0.40111476
200,0.30568776
300,0.25886452
400,0.23496585
500,0.22322188
600,0.21638608
700,0.20266815
800,0.20360298
900,0.19899133
1000,0.19099137
1100,0.18426518
1200,0.1811367
1300,0.17884047
1400,0.1721479
1500,0.17171693
1600,0.16791056
1700,0.1681243
1800,0.16815098
1900,0.17017101
2000,0.16962467
2100,0.17021406
2200,0.16801862
2300,0.16902766
2400,0.1712333
2500,0.16937177
2600,0.16865587
2700,0.1676714
2800,0.16768765
2900,0.16755728
3000,0.16750705
3100,0.16745879
3200,0.16635875
3300,0.16614558
3400,0.16701508
3500,0.16591345
3600,0.16563712
3700,0.16570568
3800,0.16616155
3900,0.16703275
4000,0.1663266
4100,0.16605593
4200,0.16661233
4300,0.1656168
4400,0.16561687
4500,0.1662107
4600,0.16676717
4700,0.1660831
4800,0.16602467
4900,0.16522497
5000,0.16515806
5100,0.16537942
5200,0.16491503
5300,0.1649384
5400,0.16496922
5500,0.16575399
5600,0.1651939
5700,0.16550021
5800,0.16578408
5900,0.16553202
6000,0.16573375
6100,0.16529934
6200,0.16539422
6300,0.16563855
