step,eval-loss
100,20.1638
200,20.103024
300,19.851456
400,19.938818
500,19.97276
600,19.82334
700,19.728613
800,19.658482
900,19.643185
1000,19.625778
1100,19.739735
1200,19.641964
1300,19.53851
1400,19.673714
1500,19.248941
1600,19.459227
1700,19.502403
1800,19.076542
1900,19.272537
2000,19.02414
2100,19.07008
2200,18.960026
2300,18.751019
2400,19.0126
2500,18.722479
2600,18.560442
2700,18.700474
2800,18.857632
2900,18.218891
3000,18.62648
3100,18.27967
3200,18.334867
3300,18.248425
3400,18.2602
3500,18.180399
3600,18.014418
3700,18.114033
3800,17.832106
3900,17.84369
4000,17.625887
4100,17.780773
4200,17.5155
4300,17.235516
4400,17.575893
4500,17.068897
4600,16.750921
4700,16.910667
4800,16.400799
4900,16.96711
5000,16.294905
5100,16.939308
5200,16.341524
5300,16.210865
5400,16.550426
5500,16.30451
5600,16.005138
5700,15.772257
5800,15.892881
5900,15.991173
6000,15.1113
6100,15.424769
6200,16.243275
6300,15.599459
6400,15.068286
6500,15.581503
6600,15.411405
6700,15.5001955
6800,14.335516
6900,14.964478
7000,15.064573
7100,14.809413
7200,15.1543
7300,14.83134
7400,14.351871
7500,14.890619
7600,14.395065
7700,14.328766
7800,14.594618
7900,13.967183
8000,14.60967
8100,14.44827
8200,13.36725
8300,14.014071
8400,14.00857
8500,13.404793
8600,14.034742
8700,13.600449
8800,13.824771
8900,13.763263
9000,13.2979765
9100,13.613264
9200,13.186438
9300,13.058171
9400,12.9370165
9500,13.280948
9600,12.66135
9700,12.577917
9800,12.32685
9900,13.070804
10000,12.364561
10100,12.273912
10200,12.917532
10300,12.542075
10400,12.299852
10500,12.152235
10600,12.118577
10700,12.352159
10800,11.733966
10900,12.203781
11000,12.032285
11100,11.743421
11200,11.520755
11300,12.547731
11400,12.339348
11500,11.549809
11600,10.755243
11700,11.136717
11800,11.431226
11900,12.002817
12000,11.60913
12100,11.605371
12200,10.922024
12300,10.461398
12400,10.31685
12500,11.112385
12600,10.675459
12700,11.023264
12800,10.049185
12900,9.977002
13000,11.124919
13100,10.460581
13200,10.59935
13300,9.939318
13400,9.978785
13500,10.806112
13600,8.969753
13700,10.232275
13800,9.859503
13900,9.880223
14000,9.472971
14100,9.991262
14200,8.997892
14300,9.280526
14400,9.083785
14500,8.878534
14600,9.699269
14700,9.089567
14800,9.41498
14900,9.6497
15000,9.33979
15100,9.43605
15200,8.680601
15300,9.277375
15400,8.814771
15500,8.650264
15600,8.35367
15700,8.735106
15800,9.063124
15900,8.089026
16000,8.875624
16100,8.007694
16200,8.357213
16300,7.829141
16400,8.277143
16500,8.095856
16600,8.590713
16700,8.520047
16800,8.024486
16900,7.437751
17000,7.2763815
17100,8.797718
17200,8.016058
17300,8.105854
17400,7.434803
17500,7.510895
17600,7.5985894
17700,6.7512
17800,7.465478
17900,7.187255
18000,7.246198
18100,6.981331
18200,7.4570475
18300,7.904335
18400,6.8438444
18500,7.096202
18600,7.170987
18700,6.2604723
18800,6.302873
18900,6.0109935
19000,6.535903
19100,6.499707
19200,7.272082
19300,6.826388
19400,6.7775598
19500,6.6256013
19600,6.0270076
19700,6.3447576
19800,6.2411675
19900,6.1386633
20000,5.890014
20100,6.3615313
20200,6.308821
20300,5.8478518
20400,5.7998323
20500,6.0608263
20600,5.9477205
20700,5.9018073
20800,5.977412
20900,6.1031566
21000,5.158269
21100,5.880621
21200,5.7631063
21300,6.203713
21400,5.4703326
21500,5.3769565
21600,5.435668
21700,5.6976104
21800,5.4546814
21900,5.395946
22000,4.825061
22100,5.4783025
22200,5.4456577
22300,5.7290277
22400,5.699844
22500,5.6823745
22600,4.896098
22700,5.0018396
22800,5.0032153
22900,5.387435
23000,5.353187
23100,4.989713
