step,eval-loss
100,0.4293586
200,0.38079295
300,0.37561062
400,0.37835142
500,0.37426767
600,0.3710714
700,0.3694227
800,0.3699294
900,0.37182498
1000,0.36919856
1100,0.36910418
1200,0.36823878
1300,0.36855397
1400,0.36760172
1500,0.36754954
1600,0.36932227
1700,0.36878917
1800,0.36885062
1900,0.36790487
2000,0.36907157
2100,0.3662572
2200,0.3657591
2300,0.36650813
2400,0.36488745
2500,0.3657262
2600,0.36440864
2700,0.36804342
2800,0.36619064
2900,0.36694926
3000,0.3668125
3100,0.36563742
3200,0.36653844
3300,0.36714423
3400,0.36713186
3500,0.3668009
3600,0.36662826
3700,0.36665264
