step,eval-loss
100,0.48733848
200,0.43691996
300,0.3393169
400,0.3283678
500,0.32671297
600,0.32455164
700,0.32477152
800,0.32480648
900,0.32409337
1000,0.3240605
1100,0.3239492
1200,0.3231378
1300,0.3229121
1400,0.32355946
1500,0.3227909
1600,0.3226554
1700,0.32306015
1800,0.32349604
1900,0.32269204
2000,0.3228393
2100,0.32260367
2200,0.32163867
2300,0.32188353
2400,0.32225785
2500,0.3228528
2600,0.32250437
2700,0.32196376
2800,0.32249624
2900,0.3224373
3000,0.32237455
3100,0.32281727
3200,0.32295302
3300,0.32254001
