step,eval-loss
100,0.49546227
200,0.48007697
300,0.46019635
400,0.45392177
500,0.44827
600,0.44615725
700,0.44711018
800,0.44864503
900,0.44965068
1000,0.4489365
1100,0.4508125
1200,0.44855914
1300,0.44888407
1400,0.44855452
1500,0.44809318
1600,0.44600183
1700,0.44448555
1800,0.44564626
1900,0.4458985
2000,0.4458518
2100,0.44526088
2200,0.44696277
2300,0.44709086
2400,0.44504017
2500,0.44326085
2600,0.44392407
2700,0.44159502
2800,0.44210565
2900,0.44043523
3000,0.44220972
3100,0.44332042
3200,0.44213334
3300,0.44240937
3400,0.44428554
3500,0.44307914
3600,0.44434363
3700,0.44507653
3800,0.44592014
3900,0.44670883
4000,0.44793904
