step,eval-loss
100,2.328567
200,0.46032658
300,0.43115082
400,0.44414362
500,0.37854296
600,0.18766052
700,0.15563732
800,0.10437417
900,0.12385662
1000,0.103209496
1100,0.10180141
1200,0.08676667
1300,0.08778829
1400,0.084037974
1500,0.08531816
1600,0.065536246
1700,0.07308477
1800,0.07224287
1900,0.06155593
2000,0.06419575
2100,0.062162228
2200,0.063909255
2300,0.052197844
2400,0.049044337
2500,0.049507078
2600,0.041153032
2700,0.046532933
2800,0.040358275
2900,0.04282023
3000,0.04844205
3100,0.048615746
3200,0.048137214
3300,0.05125176
3400,0.049379583
3500,0.050802846
3600,0.049634412
3700,0.046654515
3800,0.048578728
3900,0.05053059
