step,eval-loss
100,0.49399742
200,0.47383487
300,0.43986687
400,0.430518
500,0.42646953
600,0.42393255
700,0.42217457
800,0.42488563
900,0.42546132
1000,0.42375675
1100,0.42474484
1200,0.42457187
1300,0.42357063
1400,0.42616355
1500,0.4238819
1600,0.42472377
1700,0.42272344
1800,0.42172766
1900,0.4240556
2000,0.42475623
2100,0.42712793
2200,0.42661628
2300,0.42440605
2400,0.42369032
2500,0.42445642
2600,0.42313895
2700,0.4226435
2800,0.4215591
2900,0.4232091
3000,0.42339203
3100,0.42382124
3200,0.4235438
3300,0.4248964
3400,0.42458105
3500,0.42335016
3600,0.4233973
3700,0.42200214
3800,0.42210782
3900,0.4221633
