step,eval-loss
100,0.29345855
200,0.22107369
300,0.19000894
400,0.18350855
500,0.17922302
600,0.17706649
700,0.17940763
800,0.17198412
900,0.16848616
1000,0.17582062
1100,0.16769752
1200,0.16707641
1300,0.1687767
1400,0.1709715
1500,0.15859567
1600,0.16330191
1700,0.1623591
1800,0.16836797
1900,0.15875705
2000,0.15651746
2100,0.1545564
2200,0.16198556
2300,0.1609896
2400,0.16301231
2500,0.16254905
2600,0.16177025
2700,0.16460286
2800,0.16392869
2900,0.16049685
3000,0.17117101
3100,0.1649134
3200,0.15685354
