step,eval-loss
100,0.3984567
200,0.34762883
300,0.34565717
400,0.34264624
500,0.34556112
600,0.3433948
700,0.34031215
800,0.3430808
900,0.34061176
1000,0.34019023
1100,0.34394178
1200,0.34332383
1300,0.3437761
1400,0.34050804
1500,0.33944234
1600,0.34186026
1700,0.33821473
1800,0.33900756
1900,0.3373365
2000,0.34116477
2100,0.33882028
2200,0.33818075
2300,0.33874145
2400,0.34117323
2500,0.33937326
2600,0.33829296
2700,0.33881155
2800,0.34062555
2900,0.33885345
3000,0.3378343
