step,eval-loss
100,0.36815035
200,0.23500705
300,0.18081014
400,0.14406851
500,0.12351962
600,0.11712194
700,0.11178055
800,0.10585004
900,0.10285045
1000,0.10005996
1100,0.09610466
1200,0.08969987
1300,0.08444164
1400,0.08461043
1500,0.08235097
1600,0.07722332
1700,0.07856711
1800,0.07596423
1900,0.0759022
2000,0.07520996
2100,0.07552963
2200,0.076079585
2300,0.0752488
2400,0.07313784
2500,0.07287144
2600,0.072790906
2700,0.072854064
2800,0.07288192
2900,0.07285565
3000,0.07069028
3100,0.07067759
3200,0.07078811
3300,0.070857085
3400,0.070696816
3500,0.07071675
3600,0.07059389
3700,0.07052071
3800,0.070496134
3900,0.070466235
4000,0.07030536
4100,0.06826367
4200,0.06834077
4300,0.06860966
4400,0.0686168
4500,0.068501726
4600,0.06833214
4700,0.068357006
4800,0.068206824
4900,0.06818688
5000,0.06814371
5100,0.068061195
5200,0.06819026
5300,0.06821693
5400,0.06820198
5500,0.06824585
5600,0.06831751
5700,0.06828026
5800,0.0681935
5900,0.06817849
6000,0.06816645
6100,0.06813811
6200,0.06806602
