step,eval-loss
100,0.33771798
200,0.26029247
300,0.2363687
400,0.22668079
500,0.22319011
600,0.21404378
700,0.21329865
800,0.21623652
900,0.21764958
1000,0.21993521
1100,0.2151196
1200,0.21581343
1300,0.21690404
1400,0.21681046
1500,0.21478271
1600,0.21210706
1700,0.21311846
1800,0.20994468
1900,0.2175674
2000,0.20831499
2100,0.20473394
2200,0.20327513
2300,0.20574331
2400,0.20057008
2500,0.20826414
2600,0.2023449
2700,0.2036126
2800,0.2018706
2900,0.2055274
3000,0.20447747
3100,0.20753033
3200,0.21033816
3300,0.20630956
3400,0.20643108
3500,0.20965433
