step,eval-loss
100,0.3960338
200,0.28255987
300,0.18014197
400,0.106415905
500,0.07322397
600,0.049932104
700,0.04064476
800,0.030073324
900,0.024636436
1000,0.020126186
1100,0.014466339
1200,0.007998583
1300,0.0044638524
1400,0.004615571
1500,0.0045184456
1600,0.0046136277
1700,0.0060030734
1800,0.0030806384
1900,0.004348078
2000,0.003954682
2100,0.004513287
2200,0.0042494372
2300,0.0042900075
2400,0.0051567964
2500,0.0032074393
2600,0.001920822
2700,0.0023200403
2800,0.0025160215
2900,0.002947489
3000,0.0008364869
