step,eval-loss
100,0.39334443
200,0.2683754
300,0.1897817
400,0.13409273
500,0.10377069
600,0.08941886
700,0.080535546
800,0.06866304
900,0.06164879
1000,0.057005137
1100,0.051284496
1200,0.05002629
1300,0.04807325
1400,0.04498229
1500,0.034774445
1600,0.03028836
1700,0.027001103
1800,0.02439594
1900,0.01810566
2000,0.017430073
2100,0.014246638
2200,0.011605787
2300,0.009337221
2400,0.009187149
2500,0.009114555
2600,0.009273256
2700,0.009119943
2800,0.009083226
2900,0.008876041
3000,0.0075502074
3100,0.0064722863
3200,0.009324147
3300,0.008051664
3400,0.0058357012
3500,0.0048367246
3600,0.0046207635
3700,0.004552985
3800,0.004534666
3900,0.004527011
4000,0.00452193
4100,0.004521141
4200,0.004519291
4300,0.004521324
4400,0.004476068
4500,0.0026053402
4600,0.0026453424
4700,0.0006290876
