step,eval-loss
100,30.06667
200,29.89606
300,29.785587
400,29.858923
500,29.863382
600,29.760427
700,29.609808
800,29.537968
900,29.549534
1000,29.54401
1100,29.459925
1200,29.5313
1300,29.123653
1400,29.439093
1500,29.166828
1600,29.00568
1700,29.324448
1800,29.043476
1900,28.7797
2000,28.920506
2100,28.934698
2200,28.85744
2300,28.579275
2400,28.88407
2500,28.56165
2600,28.617365
2700,28.729069
2800,28.475779
2900,28.355515
3000,28.418966
3100,28.36503
3200,28.436062
3300,28.303284
3400,28.014744
3500,28.099895
3600,28.27937
3700,27.862589
3800,27.789852
3900,27.896158
4000,27.976322
4100,27.897898
4200,28.009914
4300,27.437672
4400,27.656803
4500,27.813745
4600,27.635935
4700,26.972605
4800,27.315693
4900,27.207478
5000,26.549494
5100,26.426971
5200,27.053925
5300,27.000925
5400,26.524378
5500,26.430365
5600,26.89474
5700,26.936396
5800,26.17632
5900,26.616299
6000,26.475819
6100,26.620214
6200,25.989618
6300,25.92604
6400,26.201595
6500,26.455975
6600,25.991802
6700,25.528177
6800,25.851385
6900,25.710535
7000,25.762533
7100,25.174274
7200,25.461128
7300,25.162518
7400,25.622126
7500,25.751194
7600,25.2969
7700,25.320175
7800,25.164028
7900,24.836712
8000,25.285322
8100,24.444187
8200,24.83953
8300,24.539665
8400,24.194944
8500,24.123396
8600,24.731773
8700,24.12186
8800,24.16415
8900,23.328432
9000,24.083387
9100,23.727402
9200,23.660578
9300,24.259495
9400,24.15549
9500,23.43303
9600,24.239859
9700,22.748772
9800,23.450169
9900,23.256208
10000,23.634174
10100,23.452116
10200,23.09443
10300,23.221228
10400,22.019232
10500,22.375866
10600,22.488852
10700,22.443472
10800,22.585476
10900,22.711967
11000,22.49953
11100,22.305782
11200,22.881313
11300,22.50851
11400,21.750397
11500,22.22518
11600,22.28114
11700,22.189766
11800,22.331875
11900,21.897614
12000,21.99587
12100,21.348995
12200,22.276724
12300,21.492329
12400,22.187561
12500,21.26964
12600,20.980793
12700,21.820227
12800,21.98052
12900,20.457663
13000,20.865274
13100,20.681713
13200,20.268866
13300,21.102304
13400,20.156193
13500,20.113552
13600,20.91954
13700,20.143896
13800,20.258615
13900,20.546623
14000,20.277554
14100,20.350586
14200,20.069729
14300,20.737122
14400,20.11047
14500,20.062584
14600,19.779787
14700,19.81197
14800,19.79588
14900,18.89935
15000,18.85
15100,18.844906
15200,19.08515
15300,19.37132
15400,19.558908
15500,19.08633
15600,19.379734
15700,19.295673
15800,18.570568
15900,19.736065
16000,18.951565
16100,18.813839
16200,18.558666
16300,18.609371
16400,18.323202
16500,18.988228
16600,17.839022
16700,17.913034
16800,18.318161
16900,17.705143
17000,18.41969
17100,18.38524
17200,17.499376
17300,18.20875
17400,18.151936
17500,18.103756
17600,17.451923
17700,17.82246
17800,17.4426
17900,17.41958
18000,17.31106
18100,17.825987
18200,17.409695
18300,17.184216
18400,17.2566
18500,17.296589
18600,17.614323
18700,17.403187
18800,17.680283
18900,16.752733
19000,16.689064
19100,16.718716
19200,16.398735
19300,16.375515
19400,16.34667
19500,16.435684
19600,17.4029
19700,16.893118
19800,16.048552
19900,16.31978
20000,16.539682
20100,15.948072
20200,15.459726
20300,16.072018
20400,15.9730625
20500,16.18546
20600,16.580263
20700,15.762077
20800,15.755753
20900,14.997726
21000,15.1353655
21100,14.780142
21200,16.43323
21300,15.334921
21400,16.134884
21500,15.480745
21600,15.248335
21700,14.916056
21800,15.340864
21900,15.65488
22000,14.618678
22100,15.647421
22200,14.848477
22300,15.780176
22400,14.830368
22500,14.492655
22600,14.632553
22700,14.742948
