step,eval-loss
100,0.42776197
200,0.33610567
300,0.2925412
400,0.26150545
500,0.26463884
600,0.25432718
700,0.25004128
800,0.24229553
900,0.23848896
1000,0.23722322
1100,0.23113208
1200,0.22888637
1300,0.22589152
1400,0.22338383
1500,0.22364978
1600,0.22279508
1700,0.22093983
1800,0.21901901
1900,0.21880086
2000,0.21786769
2100,0.21555702
2200,0.21535932
2300,0.21468394
2400,0.21471323
2500,0.21498983
2600,0.21537258
2700,0.21749578
2800,0.21682258
2900,0.21677156
3000,0.21669668
3100,0.21759422
3200,0.2185776
3300,0.21756084
3400,0.21734616
