step,eval-loss
100,85.86117
200,76.65847
300,72.23767
400,62.31959
500,53.77459
600,44.91131
700,37.711517
800,31.41048
900,28.181604
1000,18.387146
1100,18.693195
1200,14.173178
1300,13.29568
1400,13.368341
1500,13.490672
1600,12.392259
1700,10.228375
1800,10.427851
1900,9.3819
2000,11.430914
2100,7.668672
2200,6.983528
2300,7.006569
2400,5.4593368
2500,6.956294
2600,4.7672224
2700,4.478118
2800,5.586524
2900,4.454405
3000,5.362268
3100,5.9669056
3200,6.2230287
3300,3.9587677
3400,2.4960608
3500,4.22588
3600,3.2766178
3700,2.9855072
3800,5.6047297
3900,2.7240305
4000,3.095224
4100,4.1989136
4200,3.1301093
4300,3.679383
4400,5.323391
4500,4.0318346
