step,eval-loss
100,0.44498372
200,0.40820265
300,0.40124375
400,0.40159407
500,0.3982657
600,0.40016323
700,0.39819488
800,0.4021404
900,0.39861056
1000,0.3949504
1100,0.39309502
1200,0.39509338
1300,0.3968183
1400,0.40365705
1500,0.39774916
1600,0.40068474
1700,0.39438453
1800,0.3908877
1900,0.39461583
2000,0.39185464
2100,0.39565262
2200,0.39475942
2300,0.39477322
2400,0.39515764
2500,0.39301196
2600,0.39366406
2700,0.3932226
2800,0.39028016
2900,0.3945137
3000,0.39459887
3100,0.3969555
3200,0.39597806
3300,0.3951032
3400,0.39351037
3500,0.39388654
3600,0.3955688
3700,0.39473072
3800,0.39176923
3900,0.39237392
