step,eval-loss
100,0.4178621
200,0.30885044
300,0.24012145
400,0.21737836
500,0.20453976
600,0.20171444
700,0.18434879
800,0.17340164
900,0.17180043
1000,0.16387874
1100,0.16026776
1200,0.15990327
1300,0.15969105
1400,0.1567109
1500,0.15473694
1600,0.15408605
1700,0.15277484
1800,0.15046708
1900,0.14981464
2000,0.15140378
2100,0.15121226
2200,0.15131027
2300,0.14810927
2400,0.148316
2500,0.1472654
2600,0.14600778
2700,0.14561725
2800,0.14542796
2900,0.14499934
3000,0.14570357
3100,0.14417711
3200,0.14412215
3300,0.14334415
3400,0.14424196
3500,0.14482576
3600,0.1453712
3700,0.14532682
3800,0.14421406
3900,0.14508581
4000,0.14716439
4100,0.14635533
4200,0.14637683
4300,0.14835508
4400,0.14854246
