step,eval-loss
100,10.018687
200,9.835704
300,9.963636
400,9.735872
500,9.543859
600,9.335278
700,9.5643215
800,9.300398
900,9.252149
1000,9.298552
1100,9.078154
1200,8.681761
1300,8.516652
1400,8.446556
1500,8.221652
1600,8.064575
1700,7.963488
1800,8.023795
1900,7.647724
2000,7.394854
2100,7.3667755
2200,7.469724
2300,7.126058
2400,6.9302454
2500,7.028371
2600,6.910301
2700,7.054921
2800,6.780075
2900,7.024897
3000,6.848179
3100,6.860021
3200,6.549848
3300,6.3020816
3400,6.617082
3500,6.46918
3600,6.2163687
3700,6.188259
3800,5.7122564
3900,5.7785635
4000,5.832682
4100,5.693436
4200,5.728101
4300,5.740429
4400,5.4920497
4500,5.276961
4600,5.1196566
4700,5.5177217
4800,5.0147085
4900,5.1868277
5000,4.978759
5100,4.8321505
5200,4.746675
5300,4.5174556
5400,4.554123
5500,4.764911
5600,4.5095778
5700,4.7066274
5800,4.4638557
5900,4.1668463
6000,4.4799166
6100,4.68577
6200,4.3219924
6300,4.196988
6400,4.1628923
6500,4.1555324
6600,3.7945561
6700,4.1441817
6800,4.0675745
6900,3.9026647
7000,4.13683
7100,3.9073443
7200,3.6823459
7300,3.8292038
7400,3.8912048
7500,3.6420379
7600,3.5218453
7700,3.7405791
7800,3.7130008
7900,3.551456
8000,3.623397
8100,3.8334384
8200,3.6271691
8300,3.2718418
8400,3.5321689
8500,3.5250049
8600,3.212949
8700,3.5158718
8800,3.2236104
8900,3.632815
9000,3.5851486
9100,3.1775012
9200,3.3411412
9300,3.0836167
9400,3.5274138
9500,2.9573314
9600,2.737178
9700,3.0014305
9800,3.3199284
9900,3.0536427
10000,2.8853436
10100,2.8170962
10200,2.8832726
10300,2.7770126
10400,2.9397357
10500,3.042743
10600,2.8256903
10700,2.7192478
10800,2.8088336
10900,2.5940552
11000,2.6956687
11100,2.4937515
11200,2.6651812
11300,2.507552
11400,2.5300176
11500,2.720499
11600,2.6256711
11700,2.6433635
11800,2.456928
11900,2.471488
12000,2.4243832
12100,2.0933585
12200,2.460959
12300,2.3578439
12400,2.2560277
12500,2.5344253
12600,2.4205136
12700,2.2176476
12800,2.071719
12900,2.1553109
13000,2.2238965
13100,2.1521916
13200,1.7854178
13300,2.0289216
13400,1.6553209
13500,2.0513818
13600,2.0935445
13700,1.8087906
13800,1.9059902
13900,1.7901548
14000,1.8338922
14100,1.8300064
14200,1.7157723
14300,1.4973309
14400,1.8373344
14500,1.833793
14600,1.742073
14700,1.907643
14800,1.6025336
14900,1.8969305
15000,2.0959716
15100,1.5554454
15200,1.6855894
15300,1.7612164
15400,1.691824
