step,eval-loss
100,0.31442472
200,0.24608836
300,0.22947328
400,0.22073449
500,0.2187343
600,0.21682644
700,0.2169436
800,0.21252856
900,0.214309
1000,0.21489282
1100,0.21248268
1200,0.21297933
1300,0.2146688
1400,0.21453236
1500,0.21455018
1600,0.2129363
1700,0.21115236
1800,0.21603088
1900,0.21363607
2000,0.21419366
2100,0.21230605
2200,0.20943697
2300,0.21243155
2400,0.21098132
2500,0.21162003
2600,0.2124577
2700,0.21091194
2800,0.21010122
2900,0.2155993
3000,0.21532269
3100,0.21424863
3200,0.21306626
3300,0.21231411
