step,eval-loss
100,0.33436605
200,0.19294429
300,0.12960702
400,0.10313854
500,0.08143864
600,0.0740228
700,0.06284018
800,0.05542849
900,0.041037578
1000,0.03659055
1100,0.03245535
1200,0.032166883
1300,0.030813983
1400,0.027487257
1500,0.025520049
1600,0.025220418
1700,0.022179058
1800,0.016578415
1900,0.01624327
2000,0.014020954
2100,0.01167178
2200,0.011458835
2300,0.009345725
2400,0.009236848
2500,0.009200549
2600,0.009159957
2700,0.0050524124
2800,0.0054044733
2900,0.0052617164
3000,0.004963584
3100,0.004764215
3200,0.0047446596
3300,0.004639413
3400,0.004577996
3500,0.0045647654
3600,0.004564228
3700,0.004560653
3800,0.0045612724
3900,0.0045862896
4000,0.004606171
4100,0.00468528
4200,0.0052550114
4300,0.0063650124
4400,0.004918779
4500,0.0027747
4600,0.0023899737
4700,0.002312443
4800,0.0022931932
4900,0.0022851648
5000,0.0022836342
5100,0.0022904158
5200,0.00229423
5300,0.0022989311
5400,0.0023121433
5500,0.0023449531
5600,0.0023279008
5700,0.0005127346
