step,eval-loss
100,0.49536493
200,0.47756085
300,0.44458684
400,0.44608548
500,0.44290337
600,0.43836388
700,0.44058463
800,0.43947342
900,0.43769988
1000,0.43456253
1100,0.43506268
1200,0.4329857
1300,0.4358909
1400,0.43411696
1500,0.43474784
1600,0.4311955
1700,0.43183973
1800,0.43117332
1900,0.4333256
2000,0.4352367
2100,0.4345245
2200,0.4336479
2300,0.43190405
2400,0.4304749
2500,0.42928421
2600,0.43036547
2700,0.42871997
2800,0.4311986
2900,0.43379673
3000,0.43517476
3100,0.43447074
3200,0.43596473
3300,0.432873
3400,0.4328407
3500,0.43274993
3600,0.43506193
3700,0.43377468
3800,0.43426403
