step,eval-loss
100,0.33310285
200,0.25027686
300,0.22723514
400,0.21436794
500,0.20466907
600,0.20873828
700,0.2000734
800,0.2091484
900,0.19250785
1000,0.19545998
1100,0.19289722
1200,0.19960007
1300,0.20150593
1400,0.20200154
1500,0.19709133
1600,0.1907887
1700,0.19628495
1800,0.19936086
1900,0.19434266
2000,0.19204822
2100,0.20076315
2200,0.19072618
2300,0.1970609
2400,0.17970511
2500,0.19135687
2600,0.20273392
2700,0.18746105
2800,0.19849782
2900,0.1846296
3000,0.18901473
3100,0.18117158
3200,0.18880278
3300,0.19277552
3400,0.18610509
3500,0.18280299
