step,eval-loss
100,0.47755256
200,0.41516083
300,0.18515565
400,0.08484109
500,0.052601803
600,0.048843615
700,0.049969085
800,0.0459132
900,0.014924362
1000,0.015792519
1100,0.016313571
1200,0.014849851
1300,0.013465437
1400,0.016146246
1500,0.015562154
1600,0.01565551
1700,0.009110605
1800,0.012498539
1900,0.011741258
2000,0.011424145
2100,0.010296009
2200,0.009601237
2300,0.010917425
2400,0.0089054685
2500,0.010743891
2600,0.011145196
2700,0.009375362
2800,0.010298016
2900,0.008785625
3000,0.00051117066
