step,eval-loss
100,0.24572583
200,0.14911012
300,0.13444291
400,0.1266055
500,0.12221817
600,0.11415468
700,0.109305136
800,0.10925903
900,0.108984776
1000,0.10935731
1100,0.10884101
1200,0.10925698
1300,0.10623202
1400,0.10574518
1500,0.10641509
1600,0.10549719
1700,0.10556153
1800,0.105863236
1900,0.10561171
2000,0.1052369
2100,0.10546248
2200,0.10508836
2300,0.10213006
2400,0.1022734
2500,0.10226508
2600,0.10200452
2700,0.10256371
2800,0.10205729
2900,0.10227918
3000,0.1021644
3100,0.10197725
3200,0.1019669
3300,0.10224576
3400,0.102074005
3500,0.102297
3600,0.102144554
3700,0.10209762
3800,0.10230806
3900,0.10229748
4000,0.10209544
4100,0.10254212
4200,0.10229087
4300,0.10227126
