step,eval-loss
100,0.44837523
200,0.39103466
300,0.33634558
400,0.31601092
500,0.30261764
600,0.2837827
700,0.27117124
800,0.2652226
900,0.26439175
1000,0.26324195
1100,0.25994453
1200,0.26019433
1300,0.25985226
1400,0.25842306
1500,0.2602066
1600,0.25830767
1700,0.2579953
1800,0.25723577
1900,0.25788206
2000,0.25676295
2100,0.25792918
2200,0.25768676
2300,0.2570927
2400,0.25749686
2500,0.2589229
2600,0.25779545
2700,0.25850922
2800,0.25841403
2900,0.25982592
3000,0.2586806
3100,0.25913876
