step,eval-loss
100,0.27470908
200,0.18697533
300,0.17118528
400,0.1567847
500,0.15568192
600,0.15235747
700,0.14216796
800,0.14773831
900,0.15472795
1000,0.14304104
1100,0.14262328
1200,0.1392226
1300,0.14170815
1400,0.14515397
1500,0.14539592
1600,0.1425727
1700,0.14598231
1800,0.13822177
1900,0.13888492
2000,0.14285822
2100,0.14469156
2200,0.13449134
2300,0.14007466
2400,0.14258195
2500,0.1371346
2600,0.13426672
2700,0.13395579
2800,0.13002667
2900,0.1323118
3000,0.12774633
3100,0.14075878
3200,0.14282843
3300,0.13792606
3400,0.13857444
3500,0.14330696
3600,0.13317993
3700,0.14386268
3800,0.13219514
3900,0.13695227
4000,0.13194385
4100,0.13324636
