step,eval-loss
100,0.29483157
200,0.15186939
300,0.10654698
400,0.078872204
500,0.06412061
600,0.05267384
700,0.041300368
800,0.039502107
900,0.02645184
1000,0.025702596
1100,0.025369132
1200,0.020854652
1300,0.016669214
1400,0.017444689
1500,0.021243222
1600,0.017432056
1700,0.021543855
1800,0.02046084
1900,0.018656317
2000,0.017699355
2100,0.018245451
2200,0.01978315
2300,0.020008333
2400,0.015898729
2500,0.017738326
2600,0.022255274
2700,0.0162546
2800,0.01997579
2900,0.022445781
3000,0.022791885
3100,0.021186912
3200,0.020187652
3300,0.01816778
3400,0.021833675
3500,0.0141186165
3600,0.016429722
3700,0.017715786
3800,0.02530432
3900,0.019522559
4000,0.016315468
4100,0.020526359
4200,0.021929024
4300,0.020500464
4400,0.01806525
4500,0.019950008
4600,0.01825895
