step,eval-loss
100,0.4189684
200,0.33018184
300,0.2922789
400,0.27064183
500,0.25513473
600,0.26119828
700,0.25689092
800,0.25240964
900,0.24569735
1000,0.23578943
1100,0.23514377
1200,0.23291509
1300,0.23016164
1400,0.22876588
1500,0.2295985
1600,0.22583675
1700,0.22356528
1800,0.2246217
1900,0.22423999
2000,0.22276948
2100,0.22395098
2200,0.2145727
2300,0.21342354
2400,0.21381311
2500,0.21058993
2600,0.21191047
2700,0.21162
2800,0.21050933
2900,0.2096266
3000,0.21101473
3100,0.21041282
3200,0.21021195
3300,0.20975497
3400,0.2090788
3500,0.20904514
3600,0.20858255
3700,0.20920506
3800,0.20786344
3900,0.20792988
4000,0.20907217
4100,0.20972304
4200,0.2090141
4300,0.21127047
4400,0.21011026
4500,0.20830236
4600,0.20950557
4700,0.20885849
4800,0.20951867
4900,0.20893846
