step,eval-loss
100,0.3477363
200,0.17539923
300,0.09171939
400,0.09436507
500,0.067140475
600,0.058238965
700,0.057542175
800,0.056249835
900,0.05374687
1000,0.05153682
1100,0.0445581
1200,0.040890295
1300,0.053093962
1400,0.041949518
1500,0.03916302
1600,0.036840137
1700,0.03324867
1800,0.03562463
1900,0.03637285
2000,0.039336108
2100,0.0366986
2200,0.032830223
2300,0.03974335
2400,0.04047098
2500,0.037790623
2600,0.032074094
2700,0.040067326
2800,0.024099493
2900,0.032495417
3000,0.039894212
3100,0.040400416
3200,0.025739735
3300,0.037873134
3400,0.036257055
3500,0.03429682
3600,0.03405204
3700,0.030164385
3800,0.03377567
3900,0.04527239
