step,eval-loss
100,0.3945728
200,0.30235294
300,0.2439776
400,0.2151621
500,0.19281434
600,0.1756571
700,0.16916916
800,0.16521128
900,0.16060805
1000,0.15576093
1100,0.1491228
1200,0.14718203
1300,0.14542697
1400,0.14270249
1500,0.14101462
1600,0.14044847
1700,0.13812733
1800,0.13747333
1900,0.1379772
2000,0.13753217
2100,0.1381748
2200,0.13727957
2300,0.1356898
2400,0.13664354
2500,0.13697404
2600,0.13596368
2700,0.13391691
2800,0.13357277
2900,0.13385336
3000,0.13226885
3100,0.13309686
3200,0.13180326
3300,0.13056616
3400,0.13054754
3500,0.13120224
3600,0.13099268
3700,0.13076384
3800,0.13110043
3900,0.1308948
4000,0.13187139
4100,0.13126639
4200,0.13017987
4300,0.13019763
4400,0.13031845
4500,0.13081245
4600,0.13095902
4700,0.13079894
4800,0.13222201
4900,0.13224477
5000,0.13163589
5100,0.13012327
5200,0.12979186
5300,0.12999661
5400,0.13057792
5500,0.1301225
5600,0.1299229
5700,0.12989022
5800,0.1301773
5900,0.13029273
6000,0.13049527
6100,0.13115294
6200,0.12981725
6300,0.1297481
6400,0.13042793
6500,0.13063523
6600,0.13021684
6700,0.12859349
6800,0.12950352
6900,0.13007729
7000,0.12997548
7100,0.13110334
7200,0.13048929
7300,0.13053812
7400,0.13072714
7500,0.12997614
7600,0.13112555
7700,0.13036501
7800,0.1303489
