step,eval-loss
100,51.06629
200,39.03801
300,32.196518
400,17.871042
500,12.972274
600,9.132681
700,6.772347
800,6.7031426
900,4.8471227
1000,3.9562442
1100,1.7141702
1200,2.7319458
1300,2.1272275
1400,2.46666
1500,3.2038305
1600,1.4527148
1700,0.988983
1800,1.2496139
1900,1.2611213
2000,0.8799545
2100,2.085843
2200,1.9142036
2300,1.0322876
2400,2.3457403
2500,0.8654999
2600,1.0108925
2700,1.2313666
2800,1.1297044
2900,1.6003627
3000,0.9327585
3100,1.2669022
3200,0.71699566
3300,0.8180991
3400,1.0615547
3500,0.96591973
3600,1.112409
3700,1.4976287
3800,0.8611069
3900,0.9361054
4000,0.70097864
4100,0.8858206
4200,0.99646246
4300,1.1679195
4400,0.9770212
4500,1.1190298
4600,0.86034095
4700,0.6815512
4800,1.1676358
4900,1.3408016
5000,0.6554341
5100,1.0936756
5200,1.019205
5300,0.555858
5400,0.8362393
5500,1.3109404
5600,0.69715524
5700,1.0658584
5800,1.2557094
5900,0.7792402
6000,0.7460517
6100,1.054022
6200,0.5979094
6300,0.6307348
6400,0.62646955
