step,eval-loss
100,94.89685
200,91.48524
300,83.60056
400,73.57239
500,75.35247
600,61.76873
700,56.001457
800,43.04199
900,43.537376
1000,32.274994
1100,25.326494
1200,25.761248
1300,19.054073
1400,21.075031
1500,13.099612
1600,16.397667
1700,11.420922
1800,11.111521
1900,11.697052
2000,11.120566
2100,12.3355875
2200,9.149764
2300,7.7337813
2400,8.321542
2500,6.601448
2600,7.6794186
2700,10.199907
2800,4.7708073
2900,7.3579764
3000,5.902198
3100,4.0030828
3200,7.1742496
3300,5.6316566
3400,6.940065
3500,4.928926
3600,6.659289
3700,4.0817823
3800,5.3118153
3900,4.964985
4000,6.362374
4100,4.0767183
4200,3.3667345
4300,3.31249
4400,4.068618
4500,5.315638
4600,4.2684937
4700,3.1864944
4800,6.2496247
4900,3.7896738
5000,3.669209
5100,3.125619
5200,1.7648277
5300,3.1476936
5400,2.450361
5500,2.8488495
5600,1.9934682
5700,2.0784338
5800,2.9116628
5900,3.655073
6000,1.0913302
6100,2.2040324
6200,2.1451492
6300,1.7633046
6400,1.6284808
6500,3.5773811
6600,2.0575745
6700,2.6096203
6800,3.0661254
6900,2.7675598
7000,1.3022013
7100,2.2823477
